GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P017001,P017001.2000,P017002,P017002.2000,P017003,P017003.2000
37067004005,140,37,067,49180,268,,,Census Tract 40.05,4695,1961,4574,1766,2.46,,0.56,,1.90,
37067004007,140,37,067,49180,268,,,Census Tract 40.07,7104,2755,5848,2192,2.72,,0.70,,2.02,
37067004009,140,37,067,49180,268,,,Census Tract 40.09,3802,1566,3459,1411,2.57,,0.63,,1.94,
37067004010,140,37,067,49180,268,,,Census Tract 40.10,3392,1446,2543,1077,2.57,,0.75,,1.81,
37067004011,140,37,067,49180,268,,,Census Tract 40.11,5645,2400,4234,1789,2.55,,0.68,,1.87,
37067004012,140,37,067,49180,268,,,Census Tract 40.12,5611,2420,4377,1843,2.55,,0.73,,1.82,
37067004013,140,37,067,49180,268,,,Census Tract 40.13,3083,1268,2405,965,2.64,,0.78,,1.86,
37067004014,140,37,067,49180,268,,,Census Tract 40.14,3016,1452,2571,1123,2.25,,0.49,,1.76,
37067004102,140,37,067,49180,268,,,Census Tract 41.02,3256,1461,3046,1269,2.42,,0.52,,1.90,
37067004103,140,37,067,49180,268,,,Census Tract 41.03,3478,1409,2966,1158,2.62,,0.68,,1.94,
37069060100,140,37,069,39580,450,,,Census Tract 601,4663,2114,4282,1823,2.47,,0.58,,1.89,
37069060200,140,37,069,39580,450,,,Census Tract 602,3711,1789,3449,1618,2.46,,0.54,,1.93,
37069060301,140,37,069,39580,450,,,Census Tract 603.01,5975,2387,5611,2152,2.42,,0.54,,1.88,
37069060302,140,37,069,39580,450,,,Census Tract 603.02,2563,1173,2407,1057,2.30,,0.55,,1.76,
37069060401,140,37,069,39580,450,,,Census Tract 604.01,2441,1051,2265,913,2.56,,0.63,,1.94,
37069060402,140,37,069,39580,450,,,Census Tract 604.02,4944,2383,4589,2071,2.42,,0.55,,1.87,
37069060501,140,37,069,39580,450,,,Census Tract 605.01,5955,2369,3269,1354,2.66,,0.73,,1.93,
37069060502,140,37,069,39580,450,,,Census Tract 605.02,7918,3087,4346,1765,2.73,,0.77,,1.97,
37069060600,140,37,069,39580,450,,,Census Tract 606,8582,3478,5916,2542,2.67,,0.73,,1.94,
37069060700,140,37,069,39580,450,,,Census Tract 607,4709,3061,3357,2011,2.48,,0.58,,1.90,
37069060801,140,37,069,39580,450,,,Census Tract 608.01,4204,1616,3565,1339,2.63,,0.69,,1.93,
37069060802,140,37,069,39580,450,,,Census Tract 608.02,4954,2069,4200,1715,2.64,,0.66,,1.97,
37071030101,140,37,071,16740,172,,,Census Tract 301.01,3383,1435,2775,1111,2.58,,0.59,,1.99,
37071030102,140,37,071,16740,172,,,Census Tract 301.02,3315,1497,2734,1171,2.44,,0.57,,1.87,
37071030203,140,37,071,16740,172,,,Census Tract 302.03,2345,1020,1994,815,2.52,,0.55,,1.97,
37071030204,140,37,071,16740,172,,,Census Tract 302.04,3000,1112,2566,906,2.75,,0.80,,1.95,
37071030205,140,37,071,16740,172,,,Census Tract 302.05,3852,1606,3315,1362,2.63,,0.69,,1.94,
37071030301,140,37,071,16740,172,,,Census Tract 303.01,2587,1125,2610,1065,2.55,,0.58,,1.97,
37071030302,140,37,071,16740,172,,,Census Tract 303.02,2665,1168,2688,1105,2.51,,0.56,,1.95,
37071030401,140,37,071,16740,172,,,Census Tract 304.01,4126,1728,3506,1469,2.58,,0.58,,1.99,
37071030502,140,37,071,16740,172,,,Census Tract 305.02,3784,1684,3489,1427,2.63,,0.61,,2.01,
37071030602,140,37,071,16740,172,,,Census Tract 306.02,2507,1046,2359,944,2.55,,0.62,,1.93,
37071030901,140,37,071,16740,172,,,Census Tract 309.01,2273,1073,2123,935,2.36,,0.53,,1.83,
37071030902,140,37,071,16740,172,,,Census Tract 309.02,2927,1238,2735,1078,2.65,,0.73,,1.92,
37071031101,140,37,071,16740,172,,,Census Tract 311.01,2767,1174,2416,1027,2.54,,0.66,,1.88,
37071031102,140,37,071,16740,172,,,Census Tract 311.02,2201,1031,1922,902,2.31,,0.51,,1.80,
37071031201,140,37,071,16740,172,,,Census Tract 312.01,3080,1413,2818,1220,2.39,,0.53,,1.86,
37071031301,140,37,071,16740,172,,,Census Tract 313.01,3383,1376,2087,914,2.68,,0.71,,1.97,
37071031302,140,37,071,16740,172,,,Census Tract 313.02,4535,1955,3762,1592,2.56,,0.62,,1.93,
37071031401,140,37,071,16740,172,,,Census Tract 314.01,2986,1215,2677,1127,2.69,,0.79,,1.91,
37071031600,140,37,071,16740,172,,,Census Tract 316,3489,1537,6873,3035,2.55,,0.64,,1.91,
37071031701,140,37,071,16740,172,,,Census Tract 317.01,3670,1499,13004,5145,2.68,,0.65,,2.02,
37071031703,140,37,071,16740,172,,,Census Tract 317.03,2709,1185,2564,1069,2.52,,0.59,,1.93,
37071031704,140,37,071,16740,172,,,Census Tract 317.04,3690,1507,3493,1360,2.71,,0.69,,2.02,
37071031800,140,37,071,16740,172,,,Census Tract 318,3532,1477,3938,1507,2.85,,0.77,,2.08,
37071031900,140,37,071,16740,172,,,Census Tract 319,2973,1293,3442,1364,2.47,,0.74,,1.73,
37071032000,140,37,071,16740,172,,,Census Tract 320,2655,1085,2940,1182,2.38,,0.55,,1.82,
37071032100,140,37,071,16740,172,,,Census Tract 321,2923,1218,3090,1246,2.38,,0.59,,1.79,
37071032200,140,37,071,16740,172,,,Census Tract 322,3906,2026,3385,1595,2.20,,0.45,,1.75,
37071032302,140,37,071,16740,172,,,Census Tract 323.02,2626,1275,2827,1311,2.22,,0.45,,1.76,
37071032401,140,37,071,16740,172,,,Census Tract 324.01,4577,2064,3536,1567,2.44,,0.58,,1.85,
37071032402,140,37,071,16740,172,,,Census Tract 324.02,4288,1711,3312,1298,2.75,,0.71,,2.03,
37071032505,140,37,071,16740,172,,,Census Tract 325.05,3299,1425,2484,1144,2.43,,0.65,,1.78,
37071032506,140,37,071,16740,172,,,Census Tract 325.06,3375,1534,2541,1232,2.45,,0.65,,1.80,
37071032507,140,37,071,16740,172,,,Census Tract 325.07,3405,1382,2539,1010,2.75,,0.70,,2.06,
37071032508,140,37,071,16740,172,,,Census Tract 325.08,2745,1079,2046,789,2.69,,0.69,,1.99,
37071032600,140,37,071,16740,172,,,Census Tract 326,3825,1644,3920,1611,2.44,,0.50,,1.94,
37071032703,140,37,071,16740,172,,,Census Tract 327.03,1940,883,1959,852,2.44,,0.58,,1.87,
37071032704,140,37,071,16740,172,,,Census Tract 327.04,4488,2313,4533,2231,2.09,,0.44,,1.65,
37071032900,140,37,071,16740,172,,,Census Tract 329,3472,1587,3517,1589,2.56,,0.66,,1.90,
37071033100,140,37,071,16740,172,,,Census Tract 331,2538,1239,2411,1066,2.51,,0.59,,1.91,
37071033202,140,37,071,16740,172,,,Census Tract 332.02,2062,887,1770,733,2.55,,0.65,,1.90,
37071033203,140,37,071,16740,172,,,Census Tract 332.03,2438,1001,2639,1046,2.76,,0.74,,2.02,
37071033204,140,37,071,16740,172,,,Census Tract 332.04,3791,1443,4104,1507,2.81,,0.87,,1.94,
37071033303,140,37,071,16740,172,,,Census Tract 333.03,3196,1295,2819,1075,2.60,,0.60,,2.00,
37071033304,140,37,071,16740,172,,,Census Tract 333.04,4597,1828,4056,1518,2.67,,0.63,,2.04,
37071033305,140,37,071,16740,172,,,Census Tract 333.05,3942,1541,4124,1511,2.77,,0.70,,2.06,
37071033307,140,37,071,16740,172,,,Census Tract 333.07,1922,831,2011,815,2.56,,0.53,,2.04,
37071033500,140,37,071,16740,172,,,Census Tract 335,4731,1937,4071,1643,2.65,,0.62,,2.03,
37075920100,140,37,075,99999,999,,,Census Tract 9201,2197,2162,1972,1912,2.28,,0.42,,1.85,
37075920200,140,37,075,99999,999,,,Census Tract 9202,2869,1602,2399,1299,2.43,,0.57,,1.86,
37075920300,140,37,075,99999,999,,,Census Tract 9203,3795,2166,3622,1873,2.38,,0.54,,1.84,
37077970101,140,37,077,99999,999,,,Census Tract 9701.01,5273,2404,4931,2096,2.58,,0.60,,1.98,
37077970102,140,37,077,99999,999,,,Census Tract 9701.02,3606,1564,3371,1364,2.50,,0.54,,1.96,
37077970200,140,37,077,99999,999,,,Census Tract 9702,4270,1738,3678,1415,2.51,,0.59,,1.92,
37077970300,140,37,077,99999,999,,,Census Tract 9703,3646,1601,3749,1595,2.48,,0.61,,1.87,
37077970500,140,37,077,99999,999,,,Census Tract 9705,3839,1574,3415,1283,2.67,,0.64,,2.03,
37077970602,140,37,077,99999,999,,,Census Tract 9706.02,7583,3069,4711,1904,2.68,,0.72,,1.96,
37077970603,140,37,077,99999,999,,,Census Tract 9706.03,6260,2775,3888,1722,2.52,,0.63,,1.90,
37077970702,140,37,077,99999,999,,,Census Tract 9707.02,2516,833,2119,717,2.65,,0.72,,1.93,
37077970703,140,37,077,99999,999,,,Census Tract 9707.03,4067,1218,3426,1048,2.50,,0.70,,1.80,
37077970704,140,37,077,99999,999,,,Census Tract 9707.04,4687,3,3947,2,0.00,,0.00,,0.00,
37079950101,140,37,079,24780,999,,,Census Tract 9501.01,4018,1697,3570,1627,2.66,,0.69,,1.97,
37079950102,140,37,079,24780,999,,,Census Tract 9501.02,5260,1385,4674,1327,2.59,,0.66,,1.93,
37079950200,140,37,079,24780,999,,,Census Tract 9502,4704,1918,4135,1640,2.69,,0.72,,1.97,
37079950300,140,37,079,24780,999,,,Census Tract 9503,7380,3213,6594,2773,2.52,,0.65,,1.88,
37081010100,140,37,081,24660,268,,,Census Tract 101,1561,667,1544,652,2.64,,0.72,,1.92,
37081010200,140,37,081,24660,268,,,Census Tract 102,4070,2312,4181,2217,2.00,,0.41,,1.59,
37081010300,140,37,081,24660,268,,,Census Tract 103,2426,1021,2274,868,2.67,,0.74,,1.92,
37081010500,140,37,081,24660,268,,,Census Tract 105,2173,1229,2255,1229,1.95,,0.35,,1.59,
37081010601,140,37,081,24660,268,,,Census Tract 106.01,2780,1436,2596,1332,2.02,,0.26,,1.75,
37081010602,140,37,081,24660,268,,,Census Tract 106.02,4592,2196,3981,1961,2.23,,0.17,,2.06,
37081010702,140,37,081,24660,268,,,Census Tract 107.02,4307,870,5121,899,1.69,,0.07,,1.62,
37081010800,140,37,081,24660,268,,,Census Tract 108,2409,1305,1429,926,1.48,,0.10,,1.38,
37081010900,140,37,081,24660,268,,,Census Tract 109,2001,1340,2374,1374,1.80,,0.20,,1.60,
37081011000,140,37,081,24660,268,,,Census Tract 110,4768,821,4670,874,2.15,,0.41,,1.74,
37081011101,140,37,081,24660,268,,,Census Tract 111.01,4260,1894,4154,1971,2.51,,0.76,,1.75,
37081011200,140,37,081,24660,268,,,Census Tract 112,5391,2595,4529,1861,2.27,,0.50,,1.77,
37081011300,140,37,081,24660,268,,,Census Tract 113,2862,1453,3239,1400,2.34,,0.49,,1.85,
37081011400,140,37,081,24660,268,,,Census Tract 114,5291,1899,5183,1916,2.68,,1.06,,1.62,
37081011500,140,37,081,24660,268,,,Census Tract 115,2964,1437,3067,1329,2.42,,0.49,,1.93,
37081011601,140,37,081,24660,268,,,Census Tract 116.01,2453,1110,2549,1073,2.52,,0.57,,1.95,
37081011602,140,37,081,24660,268,,,Census Tract 116.02,2981,1258,3279,1271,2.79,,0.79,,1.99,
37081011904,140,37,081,24660,268,,,Census Tract 119.04,4265,2040,2491,1262,2.37,,0.69,,1.68,
37081011905,140,37,081,24660,268,,,Census Tract 119.05,5077,1973,4129,1642,2.82,,0.90,,1.92,
37081012503,140,37,081,24660,268,,,Census Tract 125.03,4176,1946,3942,1792,2.35,,0.53,,1.82,
37081012504,140,37,081,24660,268,,,Census Tract 125.04,3246,1592,3450,1601,2.37,,0.56,,1.80,
37081012505,140,37,081,24660,268,,,Census Tract 125.05,4353,1901,4410,1862,2.38,,0.49,,1.89,
37081012604,140,37,081,24660,268,,,Census Tract 126.04,4908,2234,4823,2270,2.49,,0.60,,1.88,
37081012607,140,37,081,24660,268,,,Census Tract 126.07,2301,871,2242,825,2.63,,0.63,,2.00,
37081012610,140,37,081,24660,268,,,Census Tract 126.10,3159,1216,3059,1191,2.79,,0.69,,2.11,
37081012611,140,37,081,24660,268,,,Census Tract 126.11,3577,1690,2740,1171,2.39,,0.63,,1.76,
37081012612,140,37,081,24660,268,,,Census Tract 126.12,5947,2673,5780,2421,2.42,,0.63,,1.78,
37081012617,140,37,081,24660,268,,,Census Tract 126.17,3478,1406,3192,1324,2.73,,0.81,,1.92,
37081012703,140,37,081,24660,268,,,Census Tract 127.03,5373,2442,5144,2225,2.36,,0.59,,1.77,
37081012704,140,37,081,24660,268,,,Census Tract 127.04,3214,1535,3116,1398,2.43,,0.62,,1.81,
37081012705,140,37,081,24660,268,,,Census Tract 127.05,4056,1677,4401,1612,2.58,,0.72,,1.87,
37081012706,140,37,081,24660,268,,,Census Tract 127.06,3159,1424,3193,1356,2.44,,0.65,,1.79,
37081012707,140,37,081,24660,268,,,Census Tract 127.07,2589,1131,2826,1102,2.70,,0.70,,2.00,
37081012803,140,37,081,24660,268,,,Census Tract 128.03,7640,3059,5533,2212,2.75,,0.80,,1.94,
37081012804,140,37,081,24660,268,,,Census Tract 128.04,4184,1986,3676,1603,2.36,,0.60,,1.75,
37081012805,140,37,081,24660,268,,,Census Tract 128.05,2545,1220,1660,642,2.35,,0.51,,1.84,
37081013601,140,37,081,24660,268,,,Census Tract 136.01,3092,696,2540,744,2.42,,0.56,,1.87,
37081013602,140,37,081,24660,268,,,Census Tract 136.02,4138,2001,4621,1984,2.55,,0.68,,1.87,
37081013700,140,37,081,24660,268,,,Census Tract 137,4141,1949,4377,1977,2.31,,0.53,,1.78,
37081013800,140,37,081,24660,268,,,Census Tract 138,4685,2190,5365,2170,2.48,,0.73,,1.75,
37081013900,140,37,081,24660,268,,,Census Tract 139,4509,2014,4664,2064,2.52,,0.85,,1.67,
37081014000,140,37,081,24660,268,,,Census Tract 140,3079,1437,2962,1282,2.44,,0.63,,1.80,
37081014200,140,37,081,24660,268,,,Census Tract 142,3503,1539,4177,1682,2.85,,0.82,,2.03,
37081014300,140,37,081,24660,268,,,Census Tract 143,3045,1456,3485,1530,2.52,,0.73,,1.79,
37081014407,140,37,081,24660,268,,,Census Tract 144.07,5635,2812,5241,2624,2.18,,0.44,,1.74,
37081014408,140,37,081,24660,268,,,Census Tract 144.08,2326,956,1942,772,2.71,,0.90,,1.81,
37081014409,140,37,081,24660,268,,,Census Tract 144.09,2893,1475,2918,1382,2.12,,0.42,,1.70,
37081014410,140,37,081,24660,268,,,Census Tract 144.10,3591,1928,3623,1806,2.09,,0.40,,1.69,
37081014411,140,37,081,24660,268,,,Census Tract 144.11,4806,2441,4546,2051,2.47,,0.62,,1.85,
37081014412,140,37,081,24660,268,,,Census Tract 144.12,2587,1249,2446,1050,2.21,,0.48,,1.73,
37081014501,140,37,081,24660,268,,,Census Tract 145.01,1300,595,1378,544,2.50,,0.70,,1.80,
37081014502,140,37,081,24660,268,,,Census Tract 145.02,4433,1874,3544,1468,2.68,,0.80,,1.88,
37081014503,140,37,081,24660,268,,,Census Tract 145.03,3523,1449,3727,1392,2.77,,0.85,,1.92,
37081015200,140,37,081,24660,268,,,Census Tract 152,8412,3852,4699,2039,2.38,,0.56,,1.83,
37081015300,140,37,081,24660,268,,,Census Tract 153,7791,3287,5614,2388,2.55,,0.62,,1.93,
37081015401,140,37,081,24660,268,,,Census Tract 154.01,5527,2246,3944,1651,2.62,,0.69,,1.93,
37081015402,140,37,081,24660,268,,,Census Tract 154.02,7211,2951,5146,2170,2.72,,0.80,,1.92,
37081015600,140,37,081,24660,268,,,Census Tract 156,9324,3460,5730,2274,2.83,,0.82,,2.02,
37081015704,140,37,081,24660,268,,,Census Tract 157.04,6171,3104,5100,2456,2.18,,0.51,,1.66,
37081015705,140,37,081,24660,268,,,Census Tract 157.05,3158,2102,2610,1663,1.64,,0.21,,1.44,
37081015706,140,37,081,24660,268,,,Census Tract 157.06,5288,2053,4288,1598,2.70,,0.75,,1.96,
37081015707,140,37,081,24660,268,,,Census Tract 157.07,6612,3181,5362,2476,2.21,,0.51,,1.70,
37081015800,140,37,081,24660,268,,,Census Tract 158,7984,2931,4891,1907,2.90,,0.87,,2.03,
37081015901,140,37,081,24660,268,,,Census Tract 159.01,5270,2100,3869,1508,2.65,,0.69,,1.97,
37081015902,140,37,081,24660,268,,,Census Tract 159.02,3611,1374,2651,987,2.82,,0.78,,2.03,
37081016003,140,37,081,24660,268,,,Census Tract 160.03,4294,1600,3551,1296,2.81,,0.77,,2.04,
37081016005,140,37,081,24660,268,,,Census Tract 160.05,1721,781,1339,607,2.35,,0.50,,1.85,
37081016006,140,37,081,24660,268,,,Census Tract 160.06,3159,1665,2458,1295,2.06,,0.44,,1.62,
37081016007,140,37,081,24660,268,,,Census Tract 160.07,4933,2529,3839,1967,2.06,,0.38,,1.67,
37081016008,140,37,081,24660,268,,,Census Tract 160.08,7034,2777,5883,2248,2.67,,0.78,,1.89,
37081016009,140,37,081,24660,268,,,Census Tract 160.09,3743,1477,3151,1205,2.67,,0.69,,1.98,
37081016010,140,37,081,24660,268,,,Census Tract 160.10,2607,1440,2194,1175,1.89,,0.30,,1.59,
37081016011,140,37,081,24660,268,,,Census Tract 160.11,5627,3248,4736,2651,1.84,,0.31,,1.53,
37081016101,140,37,081,24660,268,,,Census Tract 161.01,5063,2186,3993,1632,1.94,,0.28,,1.66,
37081016102,140,37,081,24660,268,,,Census Tract 161.02,3930,2153,3286,1719,1.99,,0.39,,1.60,
37081016103,140,37,081,24660,268,,,Census Tract 161.03,5068,2698,4238,2154,2.06,,0.40,,1.66,
37081016201,140,37,081,24660,268,,,Census Tract 162.01,5352,2005,3452,1342,2.83,,0.80,,2.03,
37081016203,140,37,081,24660,268,,,Census Tract 162.03,4013,1740,2007,851,2.43,,0.56,,1.87,
37081016204,140,37,081,24660,268,,,Census Tract 162.04,2985,1072,1493,524,2.99,,0.95,,2.04,
37081016205,140,37,081,24660,268,,,Census Tract 162.05,3903,1582,1952,774,2.61,,0.75,,1.86,
37081016303,140,37,081,24660,268,,,Census Tract 163.03,3316,1452,2660,1085,2.39,,0.47,,1.91,
37081016306,140,37,081,24660,268,,,Census Tract 163.06,4500,2224,2664,1022,2.18,,0.46,,1.72,
37081016405,140,37,081,24660,268,,,Census Tract 164.05,1691,977,685,414,1.84,,0.35,,1.49,
37081016406,140,37,081,24660,268,,,Census Tract 164.06,3300,1990,1337,843,1.90,,0.34,,1.55,
37081016409,140,37,081,24660,268,,,Census Tract 164.09,2513,1037,1839,744,2.61,,0.67,,1.94,
37081016410,140,37,081,24660,268,,,Census Tract 164.10,5520,2237,4042,1602,2.68,,0.75,,1.94,
37081016502,140,37,081,24660,268,,,Census Tract 165.02,5598,2476,5320,2269,2.48,,0.50,,1.97,
37081016503,140,37,081,24660,268,,,Census Tract 165.03,3729,2131,2438,1281,1.93,,0.31,,1.61,
37081016505,140,37,081,24660,268,,,Census Tract 165.05,5072,2382,4372,1884,2.42,,0.62,,1.80,
37081016506,140,37,081,24660,268,,,Census Tract 165.06,4900,1831,4224,1448,2.77,,0.80,,1.96,
37081016600,140,37,081,24660,268,,,Census Tract 166,2500,1084,2505,1085,2.48,,0.56,,1.92,
37081016701,140,37,081,24660,268,,,Census Tract 167.01,5126,2204,4602,1908,2.49,,0.67,,1.81,
37081016800,140,37,081,24660,268,,,Census Tract 168,6584,2836,6414,2737,2.54,,0.62,,1.92,
37081017000,140,37,081,24660,268,,,Census Tract 170,4516,2050,4372,1814,2.39,,0.46,,1.93,
37081017100,140,37,081,24660,268,,,Census Tract 171,7273,3010,6471,2588,2.53,,0.54,,1.99,
37081017200,140,37,081,24660,268,,,Census Tract 172,6919,2941,4861,2061,2.57,,0.63,,1.94,
37081980100,140,37,081,24660,268,,,Census Tract 9801,0,0,0,0,0.00,,0.00,,0.00,
37083930200,140,37,083,40260,999,,,Census Tract 9302,5310,2509,5420,2520,2.27,,0.54,,1.73,
37083930300,140,37,083,40260,999,,,Census Tract 9303,4817,2059,4857,2136,2.67,,0.78,,1.89,
37083930400,140,37,083,40260,999,,,Census Tract 9304,3629,1585,3871,1753,2.41,,0.64,,1.76,
37083930502,140,37,083,40260,999,,,Census Tract 9305.02,5540,2576,5639,2574,2.40,,0.52,,1.88,
37083930600,140,37,083,40260,999,,,Census Tract 9306,4097,2015,4142,1799,2.31,,0.51,,1.80,
37083931000,140,37,083,40260,999,,,Census Tract 9310,3488,1376,3751,1273,2.28,,0.44,,1.84,
37083931100,140,37,083,40260,999,,,Census Tract 9311,5422,2765,6278,2788,2.31,,0.49,,1.82,
37085070200,140,37,085,20380,450,,,Census Tract 702,3262,1556,3400,1521,2.40,,0.58,,1.82,
37085070300,140,37,085,20380,450,,,Census Tract 703,4907,2438,4752,2113,2.18,,0.47,,1.71,
37085070401,140,37,085,20380,450,,,Census Tract 704.01,3963,1754,3392,1542,2.51,,0.62,,1.89,
37085070402,140,37,085,20380,450,,,Census Tract 704.02,6679,2600,5715,2285,2.81,,0.80,,2.01,
37085070600,140,37,085,20380,450,,,Census Tract 706,4377,1890,4135,1658,2.61,,0.68,,1.93,
37085070700,140,37,085,20380,450,,,Census Tract 707,5400,2102,5110,1898,2.39,,0.57,,1.82,
37085070801,140,37,085,20380,450,,,Census Tract 708.01,2070,874,1633,729,2.55,,0.66,,1.89,
37085070802,140,37,085,20380,450,,,Census Tract 708.02,4969,1550,3921,1293,2.34,,0.43,,1.91,
37085070901,140,37,085,20380,450,,,Census Tract 709.01,2574,1082,3758,1650,2.54,,0.68,,1.87,
37085070902,140,37,085,20380,450,,,Census Tract 709.02,2680,1125,2227,933,2.56,,0.71,,1.85,
37085070904,140,37,085,20380,450,,,Census Tract 709.04,3344,1298,8779,3336,2.80,,0.79,,2.00,
37085071001,140,37,085,20380,450,,,Census Tract 710.01,5029,1972,11843,4732,2.70,,0.74,,1.96,
37085071002,140,37,085,20380,450,,,Census Tract 710.02,3102,1302,3067,1374,2.60,,0.65,,1.95,
37085071101,140,37,085,20380,450,,,Census Tract 711.01,3410,1403,2938,1181,2.72,,0.75,,1.97,
37085071102,140,37,085,20380,450,,,Census Tract 711.02,4911,2065,4232,1739,2.67,,0.74,,1.93,
37085071201,140,37,085,20380,450,,,Census Tract 712.01,2264,1026,1791,971,2.68,,0.77,,1.91,
37085071202,140,37,085,20380,450,,,Census Tract 712.02,4178,1810,3305,1713,2.86,,0.97,,1.89,
37085071203,140,37,085,20380,450,,,Census Tract 712.03,1331,683,1052,646,2.58,,0.77,,1.81,
37085071302,140,37,085,20380,450,,,Census Tract 713.02,5250,1792,2887,1084,3.20,,1.16,,2.04,
37085071303,140,37,085,20380,450,,,Census Tract 713.03,7714,2953,4241,1786,2.90,,0.96,,1.94,
37085071402,140,37,085,20380,450,,,Census Tract 714.02,8528,2885,5370,2013,3.33,,1.40,,1.94,
37087920101,140,37,087,11700,120,,,Census Tract 9201.01,3393,2483,2836,1707,2.28,,0.40,,1.88,
37087920102,140,37,087,11700,120,,,Census Tract 9201.02,3818,2230,3192,1533,2.33,,0.45,,1.88,
37087920200,140,37,087,11700,120,,,Census Tract 9202,6625,3048,5559,2538,2.44,,0.55,,1.90,
37087920400,140,37,087,11700,120,,,Census Tract 9204,1921,873,1763,818,2.43,,0.52,,1.91,
37087920500,140,37,087,11700,120,,,Census Tract 9205,6214,3103,5882,2687,2.31,,0.51,,1.80,
37087920600,140,37,087,11700,120,,,Census Tract 9206,4493,3094,4015,2544,2.12,,0.34,,1.78,
37087920700,140,37,087,11700,120,,,Census Tract 9207,3194,4156,3061,2936,2.08,,0.30,,1.78,
37087920800,140,37,087,11700,120,,,Census Tract 9208,3037,2031,2497,1472,2.22,,0.38,,1.84,
37087920900,140,37,087,11700,120,,,Census Tract 9209,1996,994,1773,882,2.13,,0.40,,1.73,
37087921000,140,37,087,11700,120,,,Census Tract 9210,3322,1717,3393,1604,2.17,,0.41,,1.76,
37087921100,140,37,087,11700,120,,,Census Tract 9211,2468,1367,2309,1178,2.27,,0.43,,1.84,
37087921302,140,37,087,11700,120,,,Census Tract 9213.02,5431,2905,5157,2534,2.40,,0.56,,1.84,
37087980100,140,37,087,11700,120,,,Census Tract 9801,10,14,8,9,2.50,,0.75,,1.75,
37089930100,140,37,089,11700,120,,,Census Tract 9301,4484,2669,3451,1931,2.53,,0.61,,1.92,
37089930300,140,37,089,11700,120,,,Census Tract 9303,6408,3280,4613,2258,2.31,,0.51,,1.80,
37089930401,140,37,089,11700,120,,,Census Tract 9304.01,2697,1206,2294,968,2.49,,0.60,,1.90,
37089930402,140,37,089,11700,120,,,Census Tract 9304.02,2596,1507,2205,1209,2.21,,0.46,,1.75,
37089930501,140,37,089,11700,120,,,Census Tract 9305.01,4034,1938,2628,1209,2.34,,0.52,,1.82,
37089930600,140,37,089,11700,120,,,Census Tract 9306,4959,2204,3544,1532,2.33,,0.53,,1.80,
37089930701,140,37,089,11700,120,,,Census Tract 9307.01,3410,1624,6302,2854,2.38,,0.45,,1.93,
37089930702,140,37,089,11700,120,,,Census Tract 9307.02,4506,1971,3636,1528,2.49,,0.57,,1.92,
37089930800,140,37,089,11700,120,,,Census Tract 9308,5057,2234,4513,2058,2.48,,0.55,,1.93,
37089931200,140,37,089,11700,120,,,Census Tract 9312,2240,1232,2339,1150,2.08,,0.46,,1.61,
37089931300,140,37,089,11700,120,,,Census Tract 9313,3589,1912,3368,1771,2.31,,0.52,,1.79,
37089931400,140,37,089,11700,120,,,Census Tract 9314,5476,2552,4821,2129,2.51,,0.63,,1.88,
37089931600,140,37,089,11700,120,,,Census Tract 9316,4747,2584,4589,2304,2.09,,0.34,,1.75,
37089931700,140,37,089,11700,120,,,Census Tract 9317,2696,1684,2470,1433,2.06,,0.29,,1.77,
37089931801,140,37,089,11700,120,,,Census Tract 9318.01,2988,1686,2692,1417,2.02,,0.25,,1.77,
37089931802,140,37,089,11700,120,,,Census Tract 9318.02,4332,2272,3902,1910,2.18,,0.34,,1.84,
37089931902,140,37,089,11700,120,,,Census Tract 9319.02,2927,1564,2542,1233,2.35,,0.46,,1.89,
37089932000,140,37,089,11700,120,,,Census Tract 9320,4542,2729,3864,1961,2.43,,0.51,,1.92,
37089980100,140,37,089,11700,120,,,Census Tract 9801,0,0,0,0,0.00,,0.00,,0.00,
37091950100,140,37,091,99999,999,,,Census Tract 9501,7429,3238,7001,3032,2.40,,0.55,,1.85,
37091950200,140,37,091,99999,999,,,Census Tract 9502,6038,2303,4879,2115,2.40,,0.54,,1.86,
37091950300,140,37,091,99999,999,,,Census Tract 9503,3303,1534,2898,1243,2.45,,0.53,,1.92,
37093970101,140,37,093,22180,999,,,Census Tract 9701.01,8327,3157,4525,1689,2.86,,0.95,,1.91,
37093970102,140,37,093,22180,999,,,Census Tract 9701.02,11350,4311,6169,2306,2.93,,1.01,,1.92,
37093970103,140,37,093,22180,999,,,Census Tract 9701.03,7549,2889,4103,1545,2.85,,0.89,,1.96,
37093970201,140,37,093,22180,999,,,Census Tract 9702.01,4204,1645,4169,1408,2.65,,0.68,,1.97,
37093970202,140,37,093,22180,999,,,Census Tract 9702.02,3643,1410,3614,1206,2.86,,0.84,,2.03,
37093970300,140,37,093,22180,999,,,Census Tract 9703,5125,2235,4972,2074,2.38,,0.55,,1.83,
37093970402,140,37,093,22180,999,,,Census Tract 9704.02,3044,1123,2745,1001,2.93,,0.90,,2.03,
37093980100,140,37,093,22180,999,,,Census Tract 9801,0,0,0,0,0.00,,0.00,,0.00,
37095990100,140,37,095,99999,999,,,Census Tract 9901,0,0,0,0,0.00,,0.00,,0.00,
37095990200,140,37,095,99999,999,,,Census Tract 9902,0,0,0,0,0.00,,0.00,,0.00,
